,rank,username,score
4207,4207,kevgig,80
4208,4208,jwaddle,80
4209,4209,jcaudle,80
4210,4210,zwyx,80
4211,4211,Decade,80
4212,4212,tygerstriped,80
4213,4213,brimcfadden,80
4214,4214,ferada,80
4215,4215,sandal,80
4216,4216,cryptonaut,80
4217,4217,antigremlin,80
4218,4218,rotator,80
4219,4219,Wasuce,80
4220,4220,pboutell,80
4221,4221,sheetbend,80
4222,4222,Ragnoyk,80
4223,4223,Dejenji,80
4224,4224,merriweather,80
4225,4225,haru,80
4226,4226,mboldt,80
4227,4227,derekswanson08,80
4228,4228,MotionFlex_,80
4229,4229,rockhead,80
4230,4230,FReAutEVEsPI,80
4231,4231,ForgottenBeast,80
4232,4232,nobodyandsoul,80
4233,4233,defmacro,80
4234,4234,NudelSuppe,80
4235,4235,therockspush,80
4236,4236,radious,80
4237,4237,dta5003,80
4238,4238,Edgydrifter,80
4239,4239,baobab,80
4240,4240,surajj1234,80
4241,4241,sinon,80
4242,4242,microrwx,80
4243,4243,ardaniel,80
4244,4244,Hooloovoo,80
4245,4245,jollyshmoe,80
4246,4246,md5Sum,80
4247,4247,ctfhacker,80
4248,4248,smcmorris,80
4249,4249,loca1h0st,80
4250,4250,Beez,80
4251,4251,silicide,80
4252,4252,PedroDiogo,80
4253,4253,rdot,80
4254,4254,benjitua,80
4255,4255,Ifrit,80
4256,4256,samccsf,80
4257,4257,bolter101,80
4258,4258,micropseudo,80
4259,4259,n1ghtingale,80
4260,4260,Taiwaninja,80
4261,4261,cbquaden,80
4262,4262,saagii666,80
4263,4263,interwob,80
4264,4264,006elite,80
4265,4265,computer_nerdess,80
4266,4266,iyafai,80
4267,4267,1993sonu01,80
4268,4268,rravis,80
4269,4269,Guiton,80
4270,4270,PatrickAupperle,80
4271,4271,ecapstone,80
4272,4272,tokyomonsterr,80
4273,4273,aivanov,80
4274,4274,morfar,80
4275,4275,bfung,80
4276,4276,smichaels,80
4277,4277,tgrkzus,80
4278,4278,sirfry,80
4279,4279,floofy,80
4280,4280,Nickske157,80
4281,4281,detective6,80
4282,4282,Boygonefishn,80
4283,4283,BartP,80
4284,4284,mbedcoder,80
4285,4285,josh33901,80
4286,4286,FrodeSolheim,80
4287,4287,fjh,80
4288,4288,finnr,80
4289,4289,erikster,80
4290,4290,errbufferoverfl,80
4291,4291,isido,80
4292,4292,ianwit,80
4293,4293,butterboy17,80
4294,4294,yuting9,80
4295,4295,kbhat,80
4296,4296,Zachary,80
4297,4297,Kruger,80
4298,4298,minhhoangskn,80
4299,4299,khanhnvc,80
4300,4300,tna0y,80
4301,4301,jamra,80
4302,4302,ashaku,80
4303,4303,putquail,80
4304,4304,ERB,80
4305,4305,Jacque,80
4306,4306,cori_hack,80
4307,4307,pjzjunkmail,80
4308,4308,hackman111,80
4309,4309,exploitted,80
4310,4310,simpleandhappy,80
4311,4311,alanaak,80
4312,4312,imaibou,80
4313,4313,dtouch3d,80
4314,4314,bgilroy26,80
4315,4315,seanriv,80
4316,4316,aspatole9,80
4317,4317,Varma,80
4318,4318,Phaeodaria,80
4319,4319,Penn,80
4320,4320,piyushagal,80
4321,4321,goldaxe,80
4322,4322,StaticCat,80
4323,4323,uchiha,80
4324,4324,michaelvanham,80
4325,4325,thumbpick,80
4326,4326,ford_prefect,70
4327,4327,adwf,70
4328,4328,frznqueso,70
4329,4329,madmac2501,70
4330,4330,Joroth,70
4331,4331,kr4ch,70
4332,4332,btg,70
4333,4333,deeperblue,70
4334,4334,inf4rkt,70
4335,4335,prettyrage,70
4336,4336,villuv,70
4337,4337,Fugiman,70
4338,4338,javiernoval,70
4339,4339,terrorants,70
4340,4340,Calamitous,70
4341,4341,ernesto,70
4342,4342,Jasper,70
4343,4343,h4writer,70
4344,4344,oranav,70
4345,4345,uzu,70
4346,4346,janie,70
4347,4347,daramin,70
4348,4348,nbpres,70
4349,4349,laardwolf,70
4350,4350,geodav,70
4351,4351,fparent,70
4352,4352,eejeremy,70
4353,4353,sveder,70
4354,4354,WillianGalvani,70
4355,4355,davec,70
4356,4356,napetrov,70
4357,4357,Blooha,70
4358,4358,neiljdick,70
4359,4359,deiv,70
4360,4360,vertism,70
4361,4361,littleimp,70
4362,4362,technosites,70
4363,4363,pmjgarvey,70
4364,4364,llimllib,70
4365,4365,SeigelJack,70
4366,4366,uhh,55
4367,4367,ivo.shandor,55
4368,4368,axyjo,55
4369,4369,tareg,55
4370,4370,gravitronic,55
4371,4371,alanctgardner,55
4372,4372,extesy,55
4373,4373,squiffy,55
4374,4374,dwn,55
4375,4375,Elwood123,55
4376,4376,televisi2002,55
4377,4377,grue,55
4378,4378,vskarine,55
4379,4379,mquander,55
4380,4380,xdissent,55
4381,4381,carlio,55
4382,4382,twb,55
4383,4383,Zr40,55
4384,4384,gilgamesh,55
4385,4385,tgeens,55
4386,4386,Damo2k,55
4387,4387,swschh,55
4388,4388,TisButMe,55
4389,4389,AD1,55
4390,4390,sporangelo,55
4391,4391,vincent,55
4392,4392,tequila,55
4393,4393,stoneyb,55
4394,4394,ius,55
4395,4395,featureenvy,55
4396,4396,boing,55
4397,4397,sam,55
4398,4398,danielcompton,55
4399,4399,rieCaijo,55
4400,4400,jshrake,55
4401,4401,Techbrunch,55
4402,4402,micronix,55
4403,4403,tmiklas,55
4404,4404,syzygic,55
4405,4405,wickedshimmy,55
4406,4406,visi0n,55
4407,4407,wartortell,55
4408,4408,dump247,55
4409,4409,jbum,55
4410,4410,hazr00t,55
4411,4411,_fG_,55
4412,4412,deepdiver16,55
4413,4413,darthrake,55
4414,4414,devast8a,55
4415,4415,rufflescopter,55
4416,4416,Pigstew,55
4417,4417,jimtla,55
4418,4418,flakas,55
4419,4419,thejuggler,55
4420,4420,furblig,55
4421,4421,mike,55
4422,4422,dstaubm,55
4423,4423,skyshard,55
4424,4424,LordSaturn,55
4425,4425,cvx,55
4426,4426,tom1234,55
4427,4427,jedo,55
4428,4428,Applejack,55
4429,4429,raskol,55
4430,4430,ipkiss,55
4431,4431,Nudded,55
4432,4432,boyakasha,55
4433,4433,Sikevux,55
4434,4434,noremacstew,55
4435,4435,fnordfnord,55
4436,4436,jjkola,55
4437,4437,viridian,55
4438,4438,swad,55
4439,4439,PiedotTaste,55
4440,4440,thisiscool,55
4441,4441,Dreadlish,55
4442,4442,jsmith589632147,55
4443,4443,Deva,55
4444,4444,tcholas,55
4445,4445,vipereye,55
4446,4446,ewust,55
4447,4447,josey,55
4448,4448,psychoweb,55
4449,4449,mrseeker,55
4450,4450,jazzychad,55
4451,4451,melcucodobelcu,55
4452,4452,dfyz,55
4453,4453,fanatic,55
4454,4454,nectaf,55
4455,4455,pierrend,55
4456,4456,jbpg,55
4457,4457,bryanduxbury,55
4458,4458,deckar01,55
4459,4459,ehntoo,55
4460,4460,Swappage,55
4461,4461,carrigan,55
4462,4462,DeathMD,55
4463,4463,alexymik,55
4464,4464,sentinel,55
4465,4465,toffermann,55
4466,4466,gusgus,55
4467,4467,popreference,55
4468,4468,rephorm,55
4469,4469,13jcrowe,55
4470,4470,littleidea,55
4471,4471,xorbyte,55
4472,4472,skargonas,55
4473,4473,etataurov,55
4474,4474,n1x0n,55
4475,4475,mathewalanfisher,55
4476,4476,tmcb,55
4477,4477,fappuccino,55
4478,4478,keitherz,55
4479,4479,Phosfor,55
4480,4480,letharion,55
4481,4481,sgtpepper111,55
4482,4482,hagbard,55
4483,4483,mb0,55
4484,4484,sirronniie,55
4485,4485,ghost47,55
4486,4486,csm,55
4487,4487,jsmnsr,55
4488,4488,evck,55
4489,4489,0ff,55
4490,4490,emilh91,55
4491,4491,bartman,55
4492,4492,boojumz,55
4493,4493,spartak,55
4494,4494,trungnob,55
4495,4495,Ported,55
4496,4496,dwright01,55
4497,4497,adaub,55
4498,4498,JoeyJo0,55
4499,4499,reddog8309,55
4500,4500,kathrelkeld,55
4501,4501,gMitchell09,55
4502,4502,zia,55
4503,4503,ook,55
4504,4504,CraigCottingham,55
4505,4505,michaelb7k,55
4506,4506,rc.dickerson,55
4507,4507,mcpherrinm,55
4508,4508,jkeesh,55
4509,4509,vanrysss,55
4510,4510,zith,55
4511,4511,cheezy,55
4512,4512,mplappert,55
4513,4513,estone,55
4514,4514,tronic,55
4515,4515,JimKuhn,55
4516,4516,steamer25,55
4517,4517,joeandaverde,55
4518,4518,r4vi,55
4519,4519,naftaliharris,55
4520,4520,barron.barnett,55
4521,4521,toxich,55
4522,4522,KingPigeon,55
4523,4523,Aune,55
4524,4524,wrant,55
4525,4525,moto,55
4526,4526,nrvana,55
4527,4527,jamur2,55
4528,4528,CANIINTERNATMATASANO,55
4529,4529,dbkyolee,55
4530,4530,beluga9,55
4531,4531,richardkiss,55
4532,4532,kurios,55
4533,4533,efoto,55
4534,4534,neal,55
4535,4535,The6P4C,55
4536,4536,koke,55
4537,4537,lthreed,55
4538,4538,tonytavlaot,55
4539,4539,ubermajestix,55
4540,4540,lukfugl,55
4541,4541,niek,55
4542,4542,teepark,55
4543,4543,Tianis,55
4544,4544,m0nastic,55
4545,4545,j.k,55
4546,4546,juntaar,55
4547,4547,macario,55
4548,4548,john19950730,55
4549,4549,fbr,55
4550,4550,neo,55
4551,4551,bencoder,55
4552,4552,malolotja,55
4553,4553,lord650,55
4554,4554,yaap,55
4555,4555,fold,55
4556,4556,Pukuhaha,55
4557,4557,manuallock,55
4558,4558,adderd,55
4559,4559,jvreeland,55
4560,4560,jtmelton,55
4561,4561,speck,55
4562,4562,mrfker,55
4563,4563,imm,55
4564,4564,benjipetit,55
4565,4565,Parker,55
4566,4566,vanderhosen,55
4567,4567,vilonis,55
4568,4568,prattmic,55
4569,4569,chrisvis,55
4570,4570,brunocaponi,55
4571,4571,FuntimesHacking,55
4572,4572,is0-mick,55
4573,4573,whitegun,55
4574,4574,msh,55
4575,4575,theearl,55
4576,4576,etheral.point,55
4577,4577,Kanon,55
4578,4578,mc_teo,55
4579,4579,dalvik,55
4580,4580,Rapstah,55
4581,4581,feather240,55
4582,4582,adaptable,55
4583,4583,alonbe,55
4584,4584,crocro,55
4585,4585,Macrosmatic,55
4586,4586,sruegseg,55
4587,4587,knewter,55
4588,4588,thejholmes,55
4589,4589,SD1,55
4590,4590,gabe,55
4591,4591,chorizo,55
4592,4592,NulliDei,55
4593,4593,Dom,55
4594,4594,setient,55
4595,4595,WhoopWhoop,55
4596,4596,Zhe,55
4597,4597,danger,55
4598,4598,remram,55
4599,4599,lod,55
4600,4600,ap007,55
4601,4601,brunolalb,55
4602,4602,icedgoal,55
4603,4603,trilader,55
4604,4604,ThisNameIsTooLon,55
4605,4605,maxb,55
4606,4606,Xpletive,55
4607,4607,soma,55
4608,4608,stevep,55
4609,4609,oscar,55
4610,4610,MrBondBoca,55
4611,4611,ufuk,55
4612,4612,djingis1,55
4613,4613,tehownt,55
4614,4614,dmichael,55
4615,4615,neoalienson,55
4616,4616,pmichniewski,55
4617,4617,JTD121,55
4618,4618,Gat,55
4619,4619,notsgnik,55
4620,4620,kwnd,55
4621,4621,carnegie,55
4622,4622,cmf,55
4623,4623,sael,55
4624,4624,preset,55
4625,4625,jsaxton86,55
4626,4626,eddy,55
4627,4627,silvio,55
4628,4628,hellcat,55
4629,4629,Sama_26,55
4630,4630,gronsaken,55
4631,4631,LexLuthor,55
4632,4632,robulus,55
4633,4633,Nighthawk,55
4634,4634,emkiop,55
4635,4635,DrDeth,55
4636,4636,bripeace,55
4637,4637,sourballs,55
4638,4638,derekf,55
4639,4639,jonhoo,55
4640,4640,natdempk,55
4641,4641,bang,55
4642,4642,audioPhil,55
4643,4643,sine,55
4644,4644,johanot,55
4645,4645,pdp,55
4646,4646,mothergoose,55
4647,4647,zapo,55
4648,4648,kowal,55
4649,4649,x41x42,55
4650,4650,GTPenguins214,55
4651,4651,bAsher,55
4652,4652,djmrcmtqsjbb,55
4653,4653,paulshootme,55
4654,4654,mcharo,55
4655,4655,mpslanker,55
4656,4656,incompetent_loser,55
4657,4657,Chive,55
4658,4658,Aryess,55
4659,4659,exzworp,55
4660,4660,zape,55
4661,4661,Lostinid,55
4662,4662,IdP,55
4663,4663,nioshd,55
4664,4664,tracert42,55
4665,4665,meat,55
4666,4666,blackout,55
4667,4667,eroy,55
4668,4668,cpu133,55
4669,4669,Vendetta,55
4670,4670,t4lux,55
4671,4671,jasiek,55
4672,4672,shiftag,55
4673,4673,barumrho,55
4674,4674,des4maisons,55
4675,4675,dufa,55
4676,4676,Iterbius,55
4677,4677,kevin.oconnor7,55
4678,4678,sohcahtoa,55
4679,4679,r0ta,55
4680,4680,mjizzi,55
4681,4681,michahump,55
4682,4682,wiregr,55
4683,4683,alskgj,55
4684,4684,Rubo,55
4685,4685,pepribas,55
4686,4686,aeikou,55
4687,4687,Seamaster,55
4688,4688,louisc,55
4689,4689,Silfa,55
4690,4690,aaaaaaaa,55
4691,4691,chillin8,55
4692,4692,chronicles2k,55
4693,4693,Kleyton,55
4694,4694,DanBUK,55
4695,4695,it4rb,55
4696,4696,klaudius,55
4697,4697,SpisterMooner,55
4698,4698,derrobo1950,55
4699,4699,jroth,55
4700,4700,funkaoshi,55
4701,4701,Fireshrap,55
4702,4702,Soreine,55
4703,4703,KtorZ,55
4704,4704,bell,55
4705,4705,cympaxil,55
4706,4706,b8horpet,55
4707,4707,Jash,55
4708,4708,e1794131,55
4709,4709,rohare,55
4710,4710,GraulV,55
4711,4711,vol,55
4712,4712,mambla,55
4713,4713,dropkickm3,55
4714,4714,beefcake,55
4715,4715,Anxuiz,55
4716,4716,the1stplague,55
4717,4717,Figsly,55
4718,4718,jabagawee,55
4719,4719,wipe,55
4720,4720,hooloovooblue,55
4721,4721,pino,55
4722,4722,andrew91,55
4723,4723,vramiro,55
4724,4724,Archy,55
4725,4725,yanksrule0422,55
4726,4726,dz5,55
4727,4727,cphyc,55
4728,4728,MEveritt,55
4729,4729,Funnnny,55
4730,4730,karussellbremser,55
4731,4731,yoav1000,55
4732,4732,awon559,55
4733,4733,indatrap,55
4734,4734,whitehatpanda,55
4735,4735,zwegner,55
4736,4736,poncee,55
4737,4737,srd,55
4738,4738,egflores,55
4739,4739,evgsol,55
4740,4740,wooowooswag,55
4741,4741,rwails,55
4742,4742,broken,55
4743,4743,abcdef999,55
4744,4744,Tetra,55
4745,4745,smarty9797,55
4746,4746,Fi20Z37V,55
4747,4747,jd105,55
4748,4748,echosource,55
4749,4749,lukas2511,55
4750,4750,eyzh361,55
4751,4751,r4um,55
4752,4752,buffin,55
4753,4753,rycerz,55
4754,4754,cetard,55
4755,4755,OSom,55
4756,4756,Sophira,55
4757,4757,zagazaza,55
4758,4758,nasech,55
4759,4759,RushWinRAR,55
4760,4760,Phlarp,55
4761,4761,dickoff,55
4762,4762,jacobsevart,55
4763,4763,Remy,55
4764,4764,dragados,55
4765,4765,Aliverix,55
4766,4766,pushad2,55
4767,4767,southpaw27,55
4768,4768,kennethblite,55
4769,4769,komandos,55
4770,4770,capndan,55
4771,4771,hoaheo,55
4772,4772,cosarara,55
4773,4773,hans.w,55
4774,4774,Lattyf,55
4775,4775,dtr,55
4776,4776,eatplayhate,55
4777,4777,xetver,55
4778,4778,gijade,55
4779,4779,unfo,55
4780,4780,raazhac,55
4781,4781,Skylane,55
4782,4782,morfeo,55
4783,4783,morphic,55
4784,4784,FeederN00b,55
4785,4785,dad,55
4786,4786,sdfdsv,55
4787,4787,Marsman,55
4788,4788,medek,55
4789,4789,vancuong,55
4790,4790,sysr_q,55
4791,4791,lennor231,55
4792,4792,GuitGraph,55
4793,4793,SRes,55
4794,4794,r0zette,55
4795,4795,Demx,55
4796,4796,chocolate,55
4797,4797,gallsamar,55
4798,4798,cltatman,55
4799,4799,lovelace.joe,55
4800,4800,Bob0x00,55
4801,4801,root_me,55
4802,4802,exo,55
4803,4803,sfiera,55
4804,4804,likeabawss,55
4805,4805,zmanji,55
4806,4806,jdherg,55
4807,4807,tuantm88,55
4808,4808,jthomp,55
4809,4809,trash,55
4810,4810,cipher,55
4811,4811,s0beit,55
4812,4812,Teknozulu,55
4813,4813,atom0s,55
4814,4814,macmantrl,55
4815,4815,kaisel,55
4816,4816,kareemaz,55
4817,4817,atnt,55
4818,4818,best22772,55
4819,4819,Fluttershy,55
4820,4820,brikgabi,55
4821,4821,Hodgeka,55
4822,4822,chema2,55
4823,4823,slam,55
4824,4824,demon,55
4825,4825,shamrockhoax,55
4826,4826,lorek123,55
4827,4827,reg4fun,55
4828,4828,tqts,55
4829,4829,the_jk,55
4830,4830,occamsrzr,55
4831,4831,jride,55
4832,4832,gdi67,55
4833,4833,nsheahan,55
4834,4834,Eriner,55
4835,4835,maleescort123,55
4836,4836,fhocutt,55
4837,4837,ctb,55
4838,4838,ArchStacker,55
4839,4839,jonny5532,55
4840,4840,hazz,55
4841,4841,omgwtfapples,55
4842,4842,gray_pig,55
4843,4843,egj,55
4844,4844,secondVISION,55
4845,4845,bubu,55
4846,4846,barbarisch,55
4847,4847,erikos,55
4848,4848,tharina,55
4849,4849,littlepaws,55
4850,4850,dogles,55
4851,4851,Fizzbuzz9,55
4852,4852,smartchoo,55
4853,4853,athos,55
4854,4854,tomer32,55
4855,4855,oota,55
4856,4856,meowzar,55
4857,4857,crockrox,55
4858,4858,spmcc,55
4859,4859,strangefindings,55
4860,4860,ahmad,55
4861,4861,rednumber40,55
4862,4862,pippo,55
4863,4863,betaveros,55
4864,4864,logicalness,55
4865,4865,mShred,55
4866,4866,jaisrael,55
4867,4867,anklesock,55
4868,4868,guessing00,55
4869,4869,Kociub,55
4870,4870,the_zombie_unite,55
4871,4871,jhodder,55
4872,4872,sliknich,55
4873,4873,Ueliem,55
4874,4874,mp88,55
4875,4875,fish,55
4876,4876,yoha,55
4877,4877,DGQ8qzVN,55
4878,4878,jigkoxsee,55
4879,4879,leragequit,55
4880,4880,hakatak,55
4881,4881,Yatrau,55
4882,4882,Mr_Half,55
4883,4883,BPHays,55
4884,4884,byteSHopper,55
4885,4885,bl4ckic3,55
4886,4886,Rowruek2,55
4887,4887,cottonpolyester,55
4888,4888,tmpuser,55
4889,4889,prolibertas,55
4890,4890,zastari,55
4891,4891,dsp,55
4892,4892,XTL,55
4893,4893,p0pr0ck5,55
4894,4894,okknor,55
4895,4895,phantom,55
4896,4896,brez,55
4897,4897,daqrlzsw,55
4898,4898,kedmison,55
4899,4899,tr4nce,55
4900,4900,pigrabbit87,55
4901,4901,edlearning,55
4902,4902,bmanatee,55
4903,4903,badger,55
4904,4904,MyrModion,55
4905,4905,willy,55
4906,4906,ashcharles,55
4907,4907,mgrabova,55
4908,4908,mmmsplay10,55
4909,4909,IcyRespawn,55
4910,4910,BBeanie,55
4911,4911,spulec,55
4912,4912,petskratt,55
4913,4913,Hulkur,55
4914,4914,rkuser,55
4915,4915,olan,55
4916,4916,docwho,55
4917,4917,BigLewandowsky,55
4918,4918,spruce,55
4919,4919,Tekerisi,55
4920,4920,Speranza,55
4921,4921,alc,55
4922,4922,_plo_,55
4923,4923,universemars,55
4924,4924,shrivatsa,55
4925,4925,frabrunelle,55
4926,4926,nyx,55
4927,4927,moustachux,55
4928,4928,rtest,55
4929,4929,pepper,55
4930,4930,billymeter,55
4931,4931,Newander,55
4932,4932,wajo,55
4933,4933,TaterTot,55
4934,4934,ctwo,55
4935,4935,stoodfarback,55
4936,4936,Dino,55
4937,4937,MdM,55
4938,4938,PhoenixFier,55
4939,4939,kalifed,55
4940,4940,Nyssen,55
4941,4941,CodeCodeCodeDurrr,55
4942,4942,4then4,55
4943,4943,tankbusta,55
4944,4944,redshiftzero,55
4945,4945,e-mal,55
4946,4946,yoyoman1987,55
4947,4947,scizo,55
4948,4948,jroll,55
4949,4949,Herdinger,55
4950,4950,todduk,55
4951,4951,hmmdar,55
4952,4952,cloverlake,55
4953,4953,unwiredben,55
4954,4954,jhollister,55
4955,4955,eccfcco15,55
4956,4956,branan,55
4957,4957,byldu,55
4958,4958,colorcoded,55
4959,4959,ednerd,55
4960,4960,arathnim,55
4961,4961,ballsitout,55
4962,4962,shiona,55
4963,4963,pccxehcb,55
4964,4964,ltongues,55
4965,4965,errsher,55
4966,4966,Loghorn,55
4967,4967,nhurtaud,55
4968,4968,mpr312,55
4969,4969,Walther,55
4970,4970,gyro,55
4971,4971,5n8ke,55
4972,4972,qp00tle5,55
4973,4973,kotariki,55
4974,4974,lazytiger,55
4975,4975,Layman806,55
4976,4976,glaikit,55
4977,4977,plugh,55
4978,4978,Kri,55
4979,4979,DePingus,55
4980,4980,gravityfreak99,55
4981,4981,lSoleyl,55
4982,4982,kidd0,55
4983,4983,analogwzrd,55
4984,4984,dafuq,55
4985,4985,professr,55
4986,4986,yjerem,55
4987,4987,ThatOtherPerson,55
4988,4988,cherad,55
4989,4989,PriceChild,55
4990,4990,whuwxl,55
4991,4991,Dispatch,55
4992,4992,akay,55
4993,4993,sephthir,55
4994,4994,dalai,55
4995,4995,BaffledBear,55
4996,4996,enigma,55
4997,4997,mkk,55
4998,4998,xepxec,55
4999,4999,inetdavid,55
5000,5000,redbluff67,55
5001,5001,alisea,55
5002,5002,varidots,55
5003,5003,pyromuffin,55
5004,5004,Svampson,55
5005,5005,naquadah,55
5006,5006,tandrial,55
5007,5007,ahawktenement,55
5008,5008,bradleyjucsc,55
5009,5009,hello,55
5010,5010,JJJams,55
5011,5011,CazzarS,55
5012,5012,kermit,55
5013,5013,drone,55
5014,5014,TegidTathal,55
5015,5015,Joshc,55
5016,5016,eheath,55
5017,5017,tw15t3d,55
5018,5018,shibumi,55
5019,5019,pb100,55
5020,5020,Dorwan,55
5021,5021,dw123,55
5022,5022,acarvalho,55
5023,5023,abv,55
5024,5024,Coda,55
5025,5025,QuercusMax,55
5026,5026,hardmath123,55
5027,5027,apsanz,55
5028,5028,app,55
5029,5029,keppy,55
5030,5030,Bobmortar,55
5031,5031,Krynx,55
5032,5032,ovProphet,55
5033,5033,narf123,55
5034,5034,swesty,55
5035,5035,kjetijor,55
5036,5036,rodneyb,55
5037,5037,memexport99,55
5038,5038,Valani,55
5039,5039,reznor244,55
5040,5040,sobani,55
5041,5041,akula,55
5042,5042,quansie,55
5043,5043,jedwards,55
5044,5044,cjr2,55
5045,5045,mishmish,55
5046,5046,simar,55
5047,5047,TheBananaStand,55
5048,5048,yol,55
5049,5049,andrew.rockwell,55
5050,5050,spme,55
5051,5051,oneman123,55
5052,5052,jarrold,55
5053,5053,razramon,55
5054,5054,RFzWDQr,55
5055,5055,bladeswords,55
5056,5056,hmgrwntxn,55
5057,5057,myles,55
5058,5058,alexc,55
5059,5059,vbb,55
5060,5060,_underscore,55
5061,5061,mds,55
5062,5062,lukegb,55
5063,5063,ragruslan,55
5064,5064,37899920032,55
5065,5065,Quetz,55
5066,5066,casperinous,55
5067,5067,t128,55
5068,5068,bbrittain,55
5069,5069,shadoka,55
5070,5070,aspirin,55
5071,5071,dthg,55
5072,5072,mrjefftang,55
5073,5073,terrelln,55
5074,5074,Gahbu,55
5075,5075,justadude,55
5076,5076,benwend,55
5077,5077,Arneball,55
5078,5078,maggymay,55
5079,5079,plaforce,55
5080,5080,Snooze,55
5081,5081,15fw68,55
5082,5082,Bertolin0,55
5083,5083,jake_waratahs,55
5084,5084,Sterni,55
5085,5085,kodinc,55
5086,5086,camel_Snake,55
5087,5087,op01,55
5088,5088,G4RU,55
5089,5089,ryanblack,55
5090,5090,gnxtr,55
5091,5091,Oskube,55
5092,5092,jomakar,55
5093,5093,cuong03,55
5094,5094,Ghexor,55
5095,5095,Dyrand,55
5096,5096,0utlaw,55
5097,5097,nodoubtur,55
5098,5098,fract4l,55
5099,5099,bios8105,55
5100,5100,nickziv,55
5101,5101,jerbrad6,55
5102,5102,ankit.patel,55
5103,5103,teardrop,55
5104,5104,qwe0asd,55
5105,5105,wolfor,55
5106,5106,lawlzor,55
5107,5107,aidandodds,55
5108,5108,Nostros,55
5109,5109,OgRadiN,55
5110,5110,corruption_114,55
5111,5111,corruption_111,55
5112,5112,RJTracer,55
5113,5113,spoonly,55
5114,5114,fsck,55
5115,5115,crimsoncoyote,55
5116,5116,qwitwa,55
5117,5117,Immo,55
5118,5118,dragoknight,55
5119,5119,BlackYoup,55
5120,5120,dixbutts,55
5121,5121,FernandoFraticelli,55
5122,5122,BRainVoid,55
5123,5123,nullsem,55
5124,5124,golwengaud,55
5125,5125,MichaelFedora,55
5126,5126,failedxyz,55
5127,5127,bose,55
5128,5128,moshekaplan,55
5129,5129,elspood,55
5130,5130,samsymons,55
5131,5131,icpjaegl,55
5132,5132,bort,55
5133,5133,sjbarag,55
5134,5134,wcarss,55
5135,5135,mprovera,55
5136,5136,JAG,55
5137,5137,swll,55
5138,5138,ycitm,55
5139,5139,guano,55
5140,5140,mann,55
5141,5141,Akselerator,55
5142,5142,willemmerson,55
5143,5143,delvicon,55
5144,5144,morochena,55
5145,5145,kennon,55
5146,5146,VitLev,55
5147,5147,pkang,55
5148,5148,dmagliola,55
5149,5149,rpedroso,55
5150,5150,SeanWhitsell,55
5151,5151,zmaril,55
5152,5152,jfpowell,55
5153,5153,thusly,55
5154,5154,misterfinster,55
5155,5155,akf,55
5156,5156,viklund,55
5157,5157,lmeunier,55
5158,5158,SamW,55
5159,5159,higherfive,55
5160,5160,illsleepwhenimdead,55
5161,5161,QuicklyRainbow,55
5162,5162,cbradford,55
5163,5163,nirgle,55
5164,5164,hodwik,55
5165,5165,fsxfreak,55
5166,5166,MegaByte,55
5167,5167,welshguy,55
5168,5168,paulc0001,55
5169,5169,halfway,55
5170,5170,mlsy,55
5171,5171,jdublu10,55
5172,5172,alyssa,55
5173,5173,dbsights,55
5174,5174,xorserer,55
5175,5175,jeremywho,55
5176,5176,twobit,55
5177,5177,jlaspina,55
5178,5178,KajiMaster,55
5179,5179,AnybodyElse,55
5180,5180,miklok,55
5181,5181,emerlgx,55
5182,5182,Opulis,55
5183,5183,jskeez,55
5184,5184,haydenroche,55
5185,5185,troudi,55
5186,5186,ajcoppa,55
5187,5187,sveiss,55
5188,5188,Lin,55
5189,5189,errr,55
5190,5190,mburnell,55
5191,5191,impylos,55
5192,5192,spacecadet,55
5193,5193,stonehouse,55
5194,5194,scottwu,55
5195,5195,c0ding_fr0g,55
5196,5196,manicai,55
5197,5197,legba,55
5198,5198,jonaustin,55
5199,5199,mediremi,55
5200,5200,xaviershay,55
5201,5201,wildwood,55
5202,5202,andytu,55
5203,5203,toby,55
5204,5204,Amykyta,55
5205,5205,lleon3,55
5206,5206,confucious,55
5207,5207,josemrb,55
5208,5208,ZeikJT,55
5209,5209,abcdefguan,55
5210,5210,kerker,55
5211,5211,vds,55
5212,5212,thatoneguy,55
5213,5213,rose98642,55
5214,5214,liamo,55
5215,5215,rtb,55
5216,5216,alias3,55
5217,5217,ntropi,55
5218,5218,gotnop,55
5219,5219,dmc,55
5220,5220,metaglog,55
5221,5221,saravanadel,55
5222,5222,gusto,55
5223,5223,kaibutsu,55
5224,5224,burkaman,55
5225,5225,alancocanour,55
5226,5226,nandemo,55
5227,5227,AnotherAI,55
5228,5228,Staggy,55
5229,5229,tzving,55
5230,5230,mostlyharmless,55
5231,5231,wavey,55
5232,5232,jodoherty,55
5233,5233,catylaa,55
5234,5234,chrispyk,55
5235,5235,hotdogday,55
5236,5236,you_what_mate,55
5237,5237,clubsta,55
5238,5238,wocas,55
5239,5239,budd3993,55
5240,5240,Ryanjustin,55
5241,5241,taesup,55
5242,5242,Raiden,55
5243,5243,ajo,55
5244,5244,mcgeek,55
5245,5245,heated,55
5246,5246,harublack27,55
5247,5247,mattgrimm,55
5248,5248,lincolnsm,55
5249,5249,holo,55
5250,5250,tortilla,55
5251,5251,r4m0n,55
5252,5252,Aischylos,55
5253,5253,rabocop,55
5254,5254,andraste,55
